,Company,Location,Title,Description,Link
163,"
FPInnovations - ","Quebec City, QC",Wood Tooling Scientist,"About FPInnovationsFPInnovations is among the world’s largest private, non-profit research centers working in forest research. The organization helps the Canadian forest industry to develop path breaking solutions based on the unique attributes of Canada’s forest resources, favoring a sustainable development approach and taking full advantage of the industry’s considerable scientific, technological and commercial capital.DescriptionReporting to the Manager, Advanced Wood Manufacturing within the Smart Manufacturing ICE, the Wood Tooling Scientist will work closely with senior colleagues specializing in cutting tools on projects related to the wood manufacturing program and industry contracts. Over time, they will become familiar with clients’ businesses, understand their needs and provide high quality solutions through project-related activities designed to ensure clients’ success and competitiveness. They will collaborate with team members to provide high standard relevant and reliable results through reports, technical notes, articles, industry workshops, webinars, and through any other form of communication designed to meet client’s expectations.ResponsibilitiesThe Scientist will develop capacity as a resource for wood machining (cutting tools) as well as learn about the lumber manufacturing sector. They will contribute to projects that are relevant to industry priorities, designed to clearly identify technical outcomes, deliver the right solutions, stimulate technological advances and maximize the impact on member’s business. At this level, it is expected that the Specialist will:Become well-versed in the research program and contribute to development of project ideas and proposals;Assist in carrying out industry contract activities;Grow network of industry contacts and relationships with members;Help develop research projects in the areas of wood tooling and applications in lumber manufacturing;Assist with research project planning and implementation (proposal development, research plan, laboratory activities, potential supervision of technologists, data analysis, progress reports, final reports and results presentation to industry partners and project funders);Keep abreast with current and significant scientific research and technological advances in wood tooling and related areas and explore strategies to implement innovative approaches to ensure continuing growth of the sector;Help develop timely and cost effective solutions to wood cutting tool wear, maintenance, and manufacturing production challenges faced by FPInnovations members and partners;Work with team members to translate scientific findings into practical solutions that can be rapidly and economically implemented by the industry;Ensure Health & Safety guidelines are strictly observed during laboratory activities and field work;Communicate project and/or contract results to senior technical advisors for peer review so that they can be clearly understood and implemented, highlighting benefits and potential value to members and partners;Prepare and write reports that require minimal revision by supervisor and other project managers.QualificationsMaster’s in mechanical engineering and/or wood science or an equivalent combination of education and experience;Strong verbal and written communication skills in French and English (primary working language is French);Demonstrated capacity for networking and strong customer orientation;Knowledge of research planning and implementation processes;Understand the lumber manufacturing working environment;Knowledge of current technical challenges and issues related to wood tooling (particularly saws) considered an asset;Strong sense of curiousity about how things work and how to make improvements;Strong background in machining mechanics (preferably wood); mechanically inclined;Knowledge of wood and material properties a definite asset;Aptitude for writing high quality technical reports.The masculine gender has been used here to include the feminine, solely for easier reading and without any discrimination.Please submit your resume via the 'Careers' section on our web site (www.fpinnovations.ca) indicating reference #545 in the subject lineJob Types: Full-time, Permanent
6 days ago",https://www.indeed.ca/m/viewjob?jk=955c707257c5bf95
164,"
Awakedata - ","Burnaby, BC",Data Scientist,"RESPONSIBILITIES:
Develop state-of-the-art computer vision algorithms for object detection, classification, and face recognition.
Prototype hardware and software solutions for object detection, classification, and face recognition.
Develop and implement scalable and efficient modeling algorithms that can work with large-scale data in production systems.
Collaborate with product management and engineering groups to develop new products and features.
SKILLS AND QUALIFICATIONS:
PhD or MS degree in Computer Science, Electrical Engineering, Statistics, Applied Math, or other related fields.
Expertise in deep learning, deep neural networks, convolutional neural networks, Artificial Intelligence and/or related techniques.
Proficient in one or more programming languages such as Python and Java.
Familiarity with one or more neural network frameworks such as TensorFlow, Caffe or MXNet.
Strong analytical and quantitative problem solving ability.
Excellent communication, relationship skills and a strong team player.
Preferred Qualifications
Experience with big data techniques (Hadoop, MapReduce, Spark).
Experience with relational (SQL) and NoSQl Databases.
compensation:
TBD
Benefits
Flexible working hours
3 weeks of vacation for Salaried staff
Extended healthcare benefits
MSP coverage
How to apply:
Please send your resume to hr@awakedata.com
Awakedata - 
30+ days ago",https://www.indeed.ca/m/viewjob?jk=b5968c8af1168652
165,"
SkipTheDishes - ","Winnipeg, MB",Data Analyst,"Skip continually looks for high performers who are excited to join our entrepreneurial team to revolutionize food ordering and the delivery industry. We are a technology and logistics company that partners with restaurants across North America to provide access to top restaurants. Skip simplifies this process and provides an exceptional experience to users by leveraging leading edge technology and an extensive courier network.
Description:
Think you have what it takes to join an elite team of software developers, engineers, and data scientists? If you want to make your mark on a national brand’s industry-leading technology, Skip’s Engineering Team is the place for you. They drive the innovation of Skip’s platform by improving the reliability, performance, and scalability of the network. GPS tracking, real-time order processing, scheduling, and balancing are just a few of the pieces the Engineering Team integrates into Skip’s world-class service.
How we work:
We take ownership of our work, and work closely with our team
We move quickly, take risks, and know how to manage the risks
Regularly refactoring to improve our existing systems — technical debt isn’t an excuse
Unit tests and code reviews are at our core — confidence in our pull request is the result
We constantly push our app’s technology, design, and architecture forward to meet new challenges
We face challenges no one can predict — we meet them head on as a team
When we have an idea that serves a need, we run with it
Our teams are kept tight and efficient
What you have accomplished:
Computer Science or Software Engineering degree
Experienced working with both large and real time data
SQL development and performance tuning
Able to interpret and define the data needs of business teams\
Worked with Amazon Redshift or other BI tools and/or the data infrastructure (Tableau is an asset)
Updated ETL processes to accommodate changes in source systems and new business user requirements
What it’s like to work at Skip:
At Skip, you have the opportunity to work with industry-leading technology in a dynamic, entrepreneurial environment. You can take part in building a major Canadian tech company that is growing every day — and you can grow with it. We will work with you to find your limits, and then help you surpass them. The more you contribute, the further you’ll go. Since establishing our Winnipeg headquarters in 2012, Skip has grown from less than 20 staff to a national brand with more than 1800 employees and processing millions of orders each month.
Note: All employees will be asked to sign a Consent for Disclosure of Personal Information in order to complete a background check. Job offers will be conditional upon results that the Company determines to be satisfactory.
SkipTheDishes - 
10 months ago",https://www.indeed.ca/m/viewjob?jk=7d32a8c036d8992e
166,"
Bungalow - ","Kitchener, ON",Lead Data Scientist,"Bungalow is the largest and fastest growing co-living company in the United States and we're tackling two very challenging, very human problems of our generation — housing affordability and loneliness.

Increasingly, people are moving to big cities where rents are climbing. While the products and services we love are making our lives easier and more convenient, our relationships have suffered. That's why Bungalow is not only focused on creating the best possible co-living experience for our residents, we're also committed to cultivating a community that helps people feel at home, together.

How do we do this? We find the best homes in the best locations, we update the interiors and furnish them, all in service of helping people find other amazing individuals to live with. We believe that a great resident experience begins in the home and with each other, but it's our growing community beyond the home that makes being part of Bungalow magical.

We are looking for an entrepreneurial data scientist to help us answer a range of challenging questions, from identifying where we should be establishing bungalow homes to how we should be managing and optimizing our field teams. You will be responsible for helping evolve our data infrastructure with our data engineering team, helping build out predictive models for our portfolio of homes and helping us evolve our roommate matching capabilities. You will partner with a cross-functional group of engineers, product managers and other business stakeholders to solve some of the most important challenges facing the business.

RESPONSIBILITIES:

Help Bungalow more effectively identify neighborhoods and properties that would be a good fit for the platform, combining and evaluating multiple data sets to assist our supply side teams.
Expand and develop our internal pricing tools to help ensure that property pricing is optimized.
Work cross-functionally to identify opportunities for reporting and insights automation.
Collaborate with engineering to evolve and maintain a data pipeline and warehousing solution.
Work cross-functionally to model out priority analysis with business partners.
Negotiate and prioritize incoming data requests.
Help hire and manage the data science team as the company evolves.

CORE SKILLS:

Expert at core data science technologies (e.g. SQL, Python, R).
Expert at data modeling, including design and optimization tradeoffs of derived data sets.
Experience advising engineering and product teams on product modeling problems and statistical practices.
Experience setting up and maintaining BI Tools (e.g. Looker).
Experience normalizing datasets from third-party platforms (e.g. Salesforce, Segment, Facebook Ads).
Experience helping organizations self-serve data needs through training, onboarding and documentation a plus.
Experience working in a high growth/startup environment a plus.

WE OFFER


Competitive salaries and equity
Full health, dental, vision, long-term disability, and life insurance
Commuter benefits
A flexible vacation policy
We are focused on building a diverse and inclusive workforce
If you're excited about this role, but do not meet 100% of the qualifications listed above, we encourage you to apply

We are focused on building a diverse and inclusive workforce. If you're excited about this role, but do not meet 100% of the qualifications listed above, we encourage you to apply.

-----

Bungalow is an Equal Opportunity Employer and considers applicants for employment without regard to race, color, religion, sex, orientation, national origin, age, disability, genetics or any other basis forbidden under federal, state, or local law. Bungalow considers all qualified applicants in accordance with the San Francisco Fair Chance Ordinance.
Bungalow - 
30+ days ago",https://www.indeed.ca/m/viewjob?jk=b52fb865679a2b26
167,"
CAPCO - ","Toronto, ON",CAPCO Data Scientist,"DATA SCIENTIST
LOCATION: TORONTO
About us
Capco is a global business and technology consultancy dedicated solely to the financial services industry. Our professionals combine innovative thinking with our unrivalled first-hand industry knowledge to offer our clients consulting expertise, complex technology and package integration, and managed services to move their organizations forward.
Through our collaborative approach, we help our clients successfully increase revenue, manage risk and regulatory change, reduce costs and enhance control. We specialize in banking; capital markets; wealth and investment management; insurance; finance, risk & compliance; and technology. We serve our clients from offices in leading financial centers across North America and Europe.
About the role
As a data scientist you will solve complex problems by identifying appropriate external datasets to use in conjunction with our clients’ internal data. Communication with diverse audiences necessitates the ability to tell compelling stories through creative uses of data and visualization.
Detailed responsibilities include:
Work with large complex data sets to solve difficult, non-routine analysis problems applying advanced analytical methods as needed.
Conduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables and presentations.
Make business recommendations with effective presentations of findings at multiple levels of stakeholders through use of visual displays of quantitative information.
Collaborate with business customers to understand needs, recommend strategy enhancements and deploy predictive analytics across multiple platforms.
Develop, consult on, deploy and analyze testing strategies to leverage learnings for future business endeavors.
Prepare detailed documentation to transfer knowledge and satisfy governance and regulatory concerns.
Present very technical issues to non-technical audiences.
Consult on applying quantitative problem solving to business problems using analytics in both mentoring and classroom settings.
Other duties as assigned.
About you
Capco is looking to hire at a variety of levels based on candidates’ education and experience.


Education / Experience:
Bachelor / Master / PhD degree in Machine Learning, CS, Math, Physics, or other quantitative disciplines
2+ years of relevant work or research experience
Technical Skills:
Extensive knowledge of data modeling and machine learning techniques (supervised and unsupervised learning, recommender systems, natural language processing, computer vision, etc.)
Extensive experience with programming/analytical tools (Python, R, SAS, Matlab, etc.)
Experience cleaning and processing data (structured, unstructured)
Experience with data visualization tools (Tableau, Spotfire, Qlik, D3, etc.)
Experience with data querying tools (SQL, DB2, Hive, Pig etc.)
Business Skills:
Experience articulating business questions, using mathematical techniques to arrive at an answer using available data, and translating technical/analysis results into business recommendations.
Excellent communication (written and verbal), presentation, and facilitation skills
Demonstrated leadership and self-direction, willingness to teach others and learn new techniques.
Ability to manage multiple goals and deadlines.
Nice to have:
Applied experience with machine learning on large data sets
Experience with Hadoop big-data ecosystem (Spark, HDFS, etc)
Experience with Amazon AWS or Google.Cloud Platform
Experience with version control (e.g., git) and model deployment (e.g., Docker, RESTful APIs)
The next step


If you’re looking forward to progressing your career with us, simply send us your resume to get started. We look forward to learning more about you. If you have any question, please feel free to reach out.
Capco is well known for its thought leadership and client-centric model that distinguishes it from other consulting firms. Capco’s strong technology and digital knowledge base, it’s global experience of the Financial Service enables us to deliver projects from strategy through to delivery. We are committed to providing new areas of expertise from which our clients will greatly benefit. We have:
Access to industry-focused talent globally
Ability to leverage innovative products and solutions for complex architecture and large scale transformation
Extended global geographic market reach
Ability to capitalize on our client footprint and deep domain expertise within financial services
For more information about Capco, visit www.capco.com.
Capco is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, marital status, genetic information, national origin, disability, veteran status, and other protected characteristics.
CAPCO - 
6 months ago",https://www.indeed.ca/m/viewjob?jk=9fae8e37b285e5ec
168,"
Wattpad - ","Toronto, ON",Data/ML Engineer,"Wattpad is a global multiplatform entertainment company whose vision is to entertain and connect the world through stories. Since 2006, we’ve been on a mission to use the power of community and technology to unleash the full potential of stories to the world. Every month 80 million people around the world spend over 22 billion minutes on Wattpad to share and discover stories they can’t find anywhere else. Our brand banner includes: Wattpad, Tap by Wattpad, Wattpad Labs, Wattpad Studios, and Wattpad Brand Partnerships. We’re proudly based in Toronto, but our reach is global. Come build the future of entertainment and storytelling, and write your next chapter with us!

Our data infrastructure processes over three billion events daily! This data is used to inform multi-million dollar business initiatives, drive product decisions and develop cutting-edge machine learning models.

We are currently looking for a Data/ML Engineer to join our Story DNA Squad. Story DNA generates new opportunities for Wattpad by utilizing the latest advancements in natural language processing and machine learning to build intelligent products. Our team includes engineers, data scientists, and a product manager. You will spend your time enhancing our existing product, or building new products to meet our moonshot goals. Our business is fast-paced, dynamic and evolves quickly, so you are versatile, adaptable, and are able to decompose complex problems.

What you'll be doing
Evolving Wattpad’s data infrastructure
Implement scalable, robust data pipelines
Ship and maintain machine learning models in production
Designing, building and maintaining a large scale distributed system serving millions of people per day
Working collaboratively with data analysts and data scientists
Communicate with technical and non-technical audiences alike
Contribute towards continuous improvement across data and engineering department
What we're looking for
Solid understanding of data engineering best practices (batch data processing, streaming, etc.)
Understanding of software engineering fundamentals and principles
Proficiency in Python, SQL, and *nix environments
Proficiency with data engineering tools including technologies like: Airflow, Luigi, Hive, Spark, Hadoop/EMR/Dataproc, Redshift/BigQuery, Beam/Dataflow
Strong debugging skills and not afraid to seek help when you get stuck
Grow and learn continuously, and amplifying those around you
Eager and take initiatives, leaving the campgrounds cleaner than you found it
Bonuses (not required)
Academic or industry experience in Machine Learning, particularly around NLP/NLU
Familiarity with ML tools including: TensorFlow, scikit-learn, Keras
4+ years of related industry experience
What we offer
Competitive salary
Meaningful equity (stock options)
Career development; we believe in mentorship and supporting you to achieve your goals
Hackathons
Health benefits, fully covered on us!
Generous parental leave top-up
Transit pass, choice of hardware, flexible hours
Corporate discount for gym memberships for you and your family
A beautiful office in downtown Toronto, with easy access to transit
And a whole lot more!

About Wattpad

Who are we? Entrepreneurs and Do-ers. Our vision is to entertain and connect the world through stories, and our mission is to use the power of community and technology to unleash the full potential of stories to the world.
What does that mean? We are visionaries, community builders, passionate problem solvers, storytellers, coffee snobs (tea drinkers, too!), curious by nature, and culturally diverse.
What are we obsessed with? Our users. Solving complex problems and maximizing flow. Learning constantly. Building the next great storytelling product. Finding the greatest stories ever told. Dogs (and cats), coffee, and good snacks.
How do we work? Autonomously, collaboratively, respectfully. Balancing with work, family, and play...and all while having a great time.


Culture and Diversity

Wattpad is an equal opportunity employer. We do not discriminate. Period.

We have taken a leadership position on creating a culture and an organization that truly values diversity. At Wattpad, we believe cultural fit doesn’t mean culturally identical, and diversity of thought helps us to challenge one another to think big and think differently. Our team is as diverse and eclectic as the global Wattpad community. In case it’s not clear: we do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
Wattpad - 
14 days ago",https://www.indeed.ca/m/viewjob?jk=3a00bf93fdeb2010
169,"
Asana - ","Vancouver, BC",Lead Data Scientist,"We are looking for a collaborative teammate to join our team, working with both Vancouver Product teams and the rest of the Data team, located in San Francisco and New York. The Data Team works closely with our product, customer success, and sales teams; we help ask questions the right way, and then find those answers.

Our data informs us of the impact we are having on the world, and you will be part of a team that is instrumental in architecting and building our data infrastructure. You will design and use data analysis tools that increase our data's scalability, accuracy, and accessibility. You will understand our company's goals and proactively inform their direction with data so that our product can help more teams do great things.

What you'll achieve


Leading data science efforts for the Vancouver office
Designing and analyzing experiments to measure the impact of new product features
Investigating high-level questions like ""What are the collaborative patterns of the most successful teams using Asana?""
Adding new metrics and aggregations to our data warehouse to make new classes of questions answerable
Building models to predict the growth trajectory of different customer segments

About you


3+ years of experience in applying data science techniques to drive technical product development and decision-making
Strong technical background in computer science, statistics, math, information science, or another quantitative field
Fluency in at least one modern language useful for data processing (e.g. Python, Scala)
Proficiency with relational data modeling and SQL
Expertise in statistical methods and experimental design and analysis

Nice-to-haves


Familiarity with distributed data processing systems (e.g. Spark, Redshift)
Background in advanced statistical modeling (e.g. GLM, mixed effects) and/or machine learning
Experience collaborating with teammates in other locations

About us

Asana is a leading work management platform, helping more than 70,000 organizations and millions of users across 195 countries organize and manage all of their work, including AB-InBev, Airbnb, AllBirds, KLM Air France, Kohl's, NASA, Panera, Sephora, Uber, Viessmann Group and Vox Media. Asana has been named a Top 5 Best Place to Work by FORTUNE three years in a row, and one of Glasdoor's and Inc.'s Best Places to Work. Headquartered in San Francisco with offices in New York, Dublin, Sydney, Vancouver, and Reykjavík, Asana is always looking for curious, collaborative people to be a part of our inclusive culture and help us achieve our mission.

Our goal is to ensure that Asana upholds an inclusive environment where all people feel that they are equally respected and valued, whether they are applying for an open position or working at the company. We welcome applicants of all educational backgrounds, gender identities and expressions, sexual orientations, religions, ethnicities, ages, citizenships, socioeconomic statuses, disabilities, and veteran statuses, and we'd love to learn about what you can add to our team.
Asana - 
5 months ago",https://www.indeed.ca/m/viewjob?jk=fdf03f23914f0415
170,"
RBC - ","Toronto, ON","Data Scientist, RBC Amplify - 2020","What is Amplify?
RBC Amplify is an intensive summer innovation program that helps you put your skills to the test while building a product that could disrupt our company and beyond. If you’re a bright mind with fresh ideas, top of your class, own the hackathon circuit and are passionate about innovation, we want you!
What is the opportunity?
As a Data Scientist you will collaborate, innovate, ideate and build in a flexible, start-up environment.
You will tackle real RBC business challenges as a member of a cross-functional team of specialists (think: business, UX/UI design, big data, and programming) by developing a product that you pitch to stakeholders at the end of the summer.
Over the course of the program you will have access to subject matter experts, coaches, mentors, as well as technical and professional training and resources to bring your idea to life.
What will you do? Discover. Research. Build. Pitch
Immerse yourself in a business challenge with an intense focus on collaboration to develop an innovative product.
You will be challenged to step outside your comfort zone, and bring your teamwork, communication and collaboration skills to help your team succeed.
You will be expected to design, create and deliver a fully functional prototype to RBC that solves a real business need.
You will play an integral role in engaging your critical thinking, time management and leadership skills within your team.
Design, troubleshoot and develop your product.
Work with subject matter experts, mentors, executive sponsors (technology and business) to build your solution.
Exposure to design thinking, agile development and other tools, technologies and methodologies.
Executive presentations, developing strategy and communications for your project.
What do you need to succeed?
Must have
Must be currently enrolled in a post-secondary institution, graduating between August 2020 and June 2021 (College, Undergrad, Master's or PhD).
Familiarity with statistical methods.
Programming skills and knowledge of Python and R languages.
Familiarity with data cleaning, data mining, and machine learning.
Excellent interpersonal and highly developed communication skills (verbal and written).
Creative and analytical thinker who is self-driven and capable of working in a fast paced environment.
Excellent teamwork and collaboration skills.
Ability to challenge the status quo, and think outside the box to develop solutions.
AND one or more of the following:
Experience with deep-dive analytics, predictive modelling or algorithms.
Experience with machine learning, pattern intelligence, computational mathematics, bioinformatics or artificial intelligence.
Experience with natural language processing.
Nice to have
Experience with hackathons.
Expressed interest or previous experience in the financial industry or FinTech.
Practical experience in web or mobile development.
Experience in agile or design thinking methodologies or frameworks.
What’s in it for you?
We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual.
A unique summer experience with the chance to develop a career at RBC.
Team up with students from diverse backgrounds and build lasting professional relationships.
Engage with leaders who support your development through coaching and learning opportunities.
Be a part of a dynamic, collaborative, progressive and high-performing team.
Contribute to real projects that can make a difference and have a lasting impact at RBC.
Tons of opportunity to grow specific skills for your future
An all-around fun, innovative, and comfortable work environment where casual clothing is the norm.
Amplify2020
techops
RBC - 
21 days ago",https://www.indeed.ca/m/viewjob?jk=93247755552bd439
171,"
Rogers Communications - ","Toronto, ON",Senior Data Scientist,"At Rogers, we connect Canadians to a world of possibilities and the memorable moments that matter most in their lives. Every day we wake up with one purpose in mind. To bring loved ones together from across the globe. To connect people to each other and the world around them. To help an entrepreneur realize her dream. A sports fan celebrate a special moment.

Because we believe connections unite us, possibilities fuels us, and moments define us.

Sr. Data Scientist
The candidate will be responsible for providing end to end advanced analytics support to support various use cases leveraging AI & Machine Learning techniques
Development of the emerging data strategy by developing near real-time predictive models and trigger based strategies leveraging SAS, SPARK, Python, R, Power BI etc.
Own the end-to-end analysis including pre-analysis, trigger detection, predictive modeling, regression analysis.
Collaborate with business partners teams to understand, compartmentalize complex and ambiguous business issues into crisp and manageable pieces
Develop analytical blueprint to solve compartmentalized business issues and assembly to the big picture solution
Maintain a solid and updated knowledge in the predictive modeling, data mining field including applications of Big Data, Text Analytics, Social Network Analytics, Cross Channel Modelling

Mandatory Skills
Technical Expertise
Advanced Knowledge in various advanced predictive modeling/data mining techniques to ensure effective solutions to marketing issues
Extensive Hands-on experience in SAS, SPARK, R, Python, SQL, Power BI, Microstrategy, Tableau, Splunk and other data query language on UNIX / PC and comfortable working with very large data sets and databases
Strong Quantitative, analytical and problem solving skills
Business Orientation
Advanced Business acumen, relationship management and influencing without authority skills; Ability to provide actionable recommendations based on data analysis
Strong Ability to prioritize tasks from multiple stakeholders and meet deadlines with quality deliverables
Provide technical leadership across a broad range of data analysis functions including data modeling, structured query language (SQL), data quality, data profiling, metadata enrichment and management, data provenance and lineage and other specialized data management functions
Develop and maintain knowledge of data available from upstream sources and data within various platforms
Contribute to the implementation, maintenance and enhancement of data governance, data quality and related policies

Your experience includes:
PhD in STEM (Science, Technology, Engineering, Math) discipline
9 years of experience working with various data sources and relational databases
7 years of applied predictive modeling
Deep understanding (details) of statistical modeling and machine learning methods
Ability to work with various data sources, experience with relational databases
Python and/or R; Must have credible, practical experience with at least two of: various regression methodologies, clustering, binary classification, mathematical optimization, statistical/machine learning methodologies
Intermediate statistics
Proficient with SQL

Schedule: Full time
Shift: Day
Length of Contract: Not Applicable (Regular Position)
Work Location: 333 Bloor Street East (012), Toronto, ON
Travel Requirements: No Selection
Posting Category/Function: Reporting and Analytics & Analyst
Requisition ID: 164320

Together, we'll make more possible, and these six shared values guide and define our work:

Our people are at the heart of our success
Our customers come first. They inspire everything we do
We do what’s right, each and every day
We believe in the power of new ideas
We work as one team, with one vision
We give back to our communities and protect our environment

What makes us different makes us stronger. Rogers has a strong commitment to diversity and inclusion. Everyone who applies for a job will be considered. We recognize the business value in creating a workplace where each team member has the tools to reach their full potential. At Rogers, we value the insights and innovation that diverse teams bring to work. We work with our candidates with disabilities throughout the recruitment process to ensure that they have what they need to be at their best. Please reach out to our recruiters and hiring managers to begin a conversation about how we can ensure that you deliver your best work. You matter to us! For any questions, please visit the Rogers FAQ.

Posting Notes: [[req_strategyPage]]
Rogers - 
12 days ago",https://www.indeed.ca/m/viewjob?jk=4e47919262425b9e
172,"
BMO Financial Group - ","Toronto, ON","Senior Data Scientist, Fraud Modernization","The Financial Crimes Unit (FCU) brings together our Cybersecurity, Fraud and Physical Security capabilities to address the ever-growing and increasingly complex global security environment. It is a highly collaborative effort that greatly enhances BMO’s ability to rapidly prevent, detect, respond to, and recover from all security threats. This position offers a unique experience to learn from experienced leaders in the industry, join a team building the 21st century model for security and helping grow the good by protecting our customers and communities.

Applies knowledge of advanced analytics algorithms and technologies (e.g. machine learning, deep learning, artificial intelligence) to deliver better predictions and/or intelligent automation that enable smarter business decisions, improved customer experience and drive productivity for our business. Strong communication and story-telling skills to summarize statistical/algorithmic findings to draw business conclusions, and present actionable insight in a way that resonates with business/groups. Drives innovation through the development of Data & AI products that can be leveraged across the organization and establishes best practices in in alignment with Data & AI governance frameworks of BMO.
Manages people and leads a team capable of delivering the desired business results.
Influences and negotiates to achieve business objectives.
Identifies emerging issues and trends to inform decision-making.
Provides strategic input into business decisions as a trusted advisor.
Makes recommendations to senior leaders on strategy and new initiatives, based on an in-depth understanding of the business/group.
Acts as a subject matter expert on relevant regulations and policies.
Networks with industry contacts to gain competitive insights and best practices.
Leads discovery process with stakeholders to identify business requirements and expected outcome and to select relevant sources of data/information.
Manages resources and leads the execution of strategic initiatives to deliver on business and financial goals.
Helps determine business priorities and best sequence for execution of business/group strategy.
Develops the business case by identifying needs, analysing potential options and assessing expected return on investment.
Recommends business priorities, advises on resource requirements and develops roadmap for strategic execution.
Makes strategic recommendations on data collection, integration and retention requirements incorporating business requirements and knowledge of best practices.
Structures loosely defined and complex business problems; determines new experimentation methods and statistical techniques to design solutions.
Acts as the prime subject matter expert for internal/external stakeholders.
Identifies/creates the appropriate algorithm to discover patterns.
Drives analytics innovation; poses open-ended questions, explores new ideas, and chooses appropriate techniques for solving business problems.
Oversees the development and delivery of tools and training for data and analytics.
Diagnoses and resolves predictive / analytical model performance issues while monitoring system performance and implementation of efficiency improvements.
Leads change management programs of varying scope and type, including readiness assessments, planning, stakeholder management, execution, evaluation and sustainment of initiatives.
Leads the development of the communication strategy focusing on positively influencing or changing behaviour.
Applies innovative and best practices to advanced analytics services to ensure high quality standards.
Sets up change control and testing processes to ensure the quality and consistency of ongoing maintenance work.
Designs and implements policies and procedures around new data sets to ensure data quality, consistency, repeatability, and accuracy of insights.
Develops analytical solutions and makes recommendations based on an understanding of the business strategy and stakeholder needs.
Provides advice and guidance to assigned business/group on implementation of analytical solutions.
Works with stakeholders to identify the business requirements, understand the distinct problems, and the expected outcome and models and frames business scenarios which impact critical business processes and/or decisions.
Works with various data owners to discover and select available data sources from internal sources and external vendors (e.g. lending system, payment system, external credit rating system, and alternative data) to fulfill analytical needs.
Applies scripting / programming skills to assemble various types of source data (unstructured, semi-structured, and structured) into well-prepared datasets with multiple levels of granularities (e.g., demographics, customers, products, transactions).
Develops agreed analytical solution by applying suitable statistical & machine learning techniques (e.g., A/B testing, prototype solutions, mathematical models, algorithms, machine learning, deep learning, artificial intelligence) to test, verify, refine hypotheses.
Summarizes statistical findings and draws conclusions and presents actionable business recommendations. Presents findings & recommendations in a simple, clear way to drive action.
Documents data flow, systems and processes in data collection to improve efficiency and apply use cases.
Performs experimental design approaches to validate finding or test hypotheses.
Uses the appropriate algorithms to discover patterns.
Builds effective relationships with internal/external stakeholders. Ensures alignment between stakeholders.
Supports development of tools and delivers training for data analytics and AI.
Supports development and execution of strategic initiatives in collaboration with internal and external stakeholders.
Leads/participates in the design, implementation and management of core business/group processes.
Operates at a group/enterprise-wide level and serves as a specialist resource to senior leaders and stakeholders.
Applies expertise and thinks creatively to address unique or ambiguous situations and to find solutions to problems that can be complex and non-routine.
Implements changes in response to shifting trends.
Broader work or accountabilities may be assigned as needed.

Qualifications

Typically 7+ years of relevant experience and/or certification in related field of study or an equivalent combination of education and experience.
Advanced degree (Ph.D. preferred) in Computer Science, Mathematics, Physics, Engineering, Statistics, or other quantitative disciplines and/or equivalent experience.
In depth experience using machin learning algorithms.
Experience with distributed computing language (e.g. Hive / Hadoop/ Spark) & cloud technologies (e.g. AWS Sagemaker, AzureML).
Experience with programming languages (e.g. SQL, Python, R, SAS, SPSS, , Perl) and machine learning /deep learning algorithms/packages (e.g. XGBoost, H2O, SparkML).
Seasoned professional with a combination of education, experience and industry knowledge.
Verbal & written communication skills - In-depth / Expert.
Analytical and problem solving skills - In-depth / Expert.
Influence skills - In-depth / Expert.
Collaboration & team skills; with a focus on cross-group collaboration - In-depth / Expert.
Able to manage ambiguity.
Data driven decision making - In-depth / Expert.
We’re here to help
At BMO we have a shared purpose; we put the customer at the centre of everything we do – helping people is in our DNA. For 200 years we have thought about the future—the future of our customers, our communities and our people. We help our customers and our communities by working together, innovating and pushing boundaries to bring them our very best every day. Together we’re changing the way people think about a bank.
As a member of the BMO team you are valued, respected and heard, and you have more ways to grow and make an impact. We strive to help you make an impact from day one – for yourself and our customers. We’ll support you with the tools and resources you need to reach new milestones, as you help our customers reach theirs. From in-depth training and coaching, to manager support and network-building opportunities, we’ll help you gain valuable experience, and broaden your skillset.
To find out more visit us at https://bmocareers.com.
BMO is committed to an inclusive, equitable and accessible workplace. By learning from each other’s differences, we gain strength through our people and our perspectives. Accommodations are available on request for candidates taking part in all aspects of the selection process. To request accommodation, please contact your recruiter.

Job Data Sciences
Primary Location Canada-Ontario-Toronto
Organisation Financial Crimes Unit-X012269
Schedule full-time
Job Posting 09/06/19
Unposting Date 10/07/19
BMO Financial Group - 
3 days ago",https://www.indeed.ca/m/viewjob?jk=81eaaeb753736fbc
